Review,Sentiment
""" jitna acha tha mein ne socha tha ke yeh qmisin hon gi, mein is se ziyada khush nahi hon  is ki wajah yeh hai ke tea shirt fitting mein itni achi baat nahi hai  woh aik size ki terhan khud ko mehsoos karte hain aur ?????? ke ird gird bohat tang mehsoos karte hain  rang aur sab kuch waqai achh  a hai, lekin size ke muamlay ki wajah se, yeh sab shirts izafi lais lagti hain",Positive
"tane banay bohat arram da aur pursukoon mehsoos karte hain, mujhe un par laganay mein aasani hoti hai, inhen aik hi rangon mein mil gaya jo yahan dukhaay gay hain  woh paanchon bilkul isi size mein aeye they jis ki mein chahta tha  qeemat ke liye yeh aik acchaa soda hai",Negative
"yeh body shapar itna shandaar hai ke yeh aap ke ????? ko kameez ke neechay itna acha lag raha hai ke aisa lagta hai ke aap ke paas aik behtareen shakhsiyat hai, is ka maqsad vaqata well uch well? hai aur yeh achay miyaar ke tane banay se bana hai, behtareen hissa yeh hai ke tane banay ka mawaad bohat naram hai aur yeh aap ko bilkul bhi jalan nahi karta hai aur nihayat aram da hai  ",Positive
"mein ne daraaz aur bohat si doosri cheezon se bhi bohat si shirts mngwayi hain  tamam shirts mein se, yeh pack behtareen hai, is ka aik intahi aaraaam da aur pursukoon packet jo mujhe mil sakta tha, aur woh nahi karte hain  mujhe ya to dhoop mein bohat ziyada garam banayen, tamam tane banay ki halki phlki wajah se  tamam paanch rang waqai purkashish hain aur ya to dhotay waqt un ka haath nahi khatay hain  mein ne un ke silai se mutaliq koi nuqs mehsoos nahi kya  ya abhi taq munasib nahi hai  woh hamari kameez ke andar ( androoni libaas ki terhan ) pahannay ke liye bhi istemaal ho saktay hain  mein isi miyaar ki tawaqqa kar raha tha, jis ki farahmi hui thi, lehaza mein mukammal tor par mutmaen hon",Positive
""" yeh qmizin itni kam qeemat par ayen lekin mein ne inhen miyaar mein kahin ziyada achi terhan se wusool kya    cheeze patli aur saans lainay wali hain, mujhe un shirts ko laganay mein bohat kam lag raha hai  site ke jaissa hi rangeen order mila, yeh sab kuch bohat hi roshan hai aur lagta hai ke achay miyaar ka hai  size aur fitting mere jism par misali tor par ayen  ",Positive
""" mein abhi aik mah se yeh sandle istemaal kar raha hon aur mujhe yeh kehna para hai ke un ke baarey mein tajurbah bohat achchca chal raha hai kyunkay mujhe yaqeen hai ke yeh miyaar mein bohat achay hain aur pahannay mein bhi bohat hi aram da hain  size un ke liye behtareen tha mein aur mujhe umeed hai ke yeh ziyada der taq rahen ge kyunkay yeh bhi sajeela dikhayi dete hain ",Positive
""" achi baat hai to mein waqai is se mutmaen nahi hon, is miyaar ka miyaar bilkul achcha nahi tha, silai un sandle ka bunyadi masla tha, silai mukhtalif jagah se aa rahi hai, mujhe un ko sahih tareeqay se istemaal karne ke l   inhen tankay lagana parre ga ",Positive
"mein un would land land sandle ke miyaar ko dekh kar bohat mayoos aur pareshan sun hwa tha jo mujhe pouncha tha  bil akhir mein ny"" "" is ke suroor se"" kabhi bhi kisi kitaab ka faisla nahi kya is nazriya par yaqeen kya, jaissa ke jootay ghair mamooli lagey, bilkul isi terhan jo ishtihar diya gaya tha "" is waqt taq jab taq mein vaqata them un par hi nahi tha mujhe yeh ehsas ho gaya tha ke yeh jootay kisi maqsad ka faida nahi uthayein ge  un ka miyaar itna kam hai ke inhen pahannay ke 15 minute aur mere paiir paiir se guzray, wahid lafzi tor par phaar para  mein itna gungunaa sun hwa tha , mere jooton ki taraf dekh rahay hain aur phir is se bahar nikaltay hue mere paon ki taraf dekh rahay hain  ",Negative
"mayoosi ki asal wajah chunkay yeh meri eid ki kharidari thi, is ki wajah se yeh chamray ke nishaan ke nishaan ke sath kharabi se kuchal di gayi thi, andaza karen ke yeh tea si s koryir ki ghalti hai  ",Positive
""" un jooton ke miyaar ke baarey mein mera tajurbah ostan raha hai, un jootay ke baarey mein baat yeh hai ke woh bilkul waqai araam da aur pursukoon nahi they halaank mere peeron ko bhi takleef nahi pohanchi thi lekin mujhe is qisam ki ziyada tawaquaat theen  yeh jootay jo nahi miley they   ",Negative
"mein inhen bohat pasand karta hon, woh tasweer mein nazar anay walay se behtar hain! !   ",Positive
"yeh acha lagta hai, acha bhi lagta hai aur bohat halka wazan aur naram bhi  mukhtasir yeh ke yeh aik achi numeral hai     ",Positive
"waqt par masool sun hwa, achay miyaar ka mawaad, jo aik khanaay mein pack kya gaya hai   ",Neutral
"mawaad theek hai, behtareen nahi, barray size ka order den, barray aur dosray aik darmiyanay darjay mein haasil karen, majmoi tor par yeh order 3 star ka mustahiq hai",Negative
darmiyanay size ka order diya aur is par mohar walay size ke label ke sath chhota size mila ,Negative
bhot bura hai         aram dy b nai h,Negative
buri kharab chez h jo pic me tha wsa nai h,Negative
thora lez ka masla h baki sb the k hai,Neutral
is ka aaraam da aur pursukoon nazar aur sardiyoon ki qeemat ke liye behtareen uch quality? miyaar hai herat angaiz shukriya draz,Positive
mein istemaal karta hon ke yeh mausam sarma mein butt ka rang halka hai lehaza mere shehar mein qabil feham nahi hai  warna jootay bohat aaraam da hi,Positive
jootay waqai bohat achay thay  aur farahmi ain waqt par thi  shukriya,Positive
"yeh cheeni ki teesri classe zeli mayaari masnoaat ki bohat ghatiya jootay hai  jab aap usay dekhen ge to aap is se nafrat karen ge  """,Negative
khelon ki nigah se dekhte hi dekhte yeh zindah hai,Positive
kya koi mujhe waqt adjust karne ka tareeqa bta sakta hai? ?? ?? musalsal ghalat waqt dena  ,Neutral
mein is ghari ko kharidata hon jo mein ne adjust kya hai ke phir mein ne watch belt mein lock daal diya bad qismati se lock break hai  ,Neutral
acha patlon wazan mein halka  aaraam da aur pursukoon aur neend ke libaas ke liye bohat acha hai  ziyada wazan walay larkoon ke liye nahi  ,Positive
bohat achi kharidari kyunkay is mein se tamam 5? patlon neend ke libaas ke liye bohat achay thay kyunkay tane banay mohazab tha aur patteren aur print aur design bhi itminan bakhash tha  mein sirf is baat se mutmaen hon ke mujhe qeemat par kya mila,Positive
"mujhe aik intahi mayoos kin tajurbah mila hai kyunkay jab mein ny dekha ke yeh muft size mein they to mein ny inhen hukum diya tha lekin yeh azadana size ki nahi thi jis ki mujhe tawaqqa thi lehaza mein ny aik baar usay pehna tha aur is ke baad ab pahannay ke qabil bhi nahi they  is tajarbay ke sath, mein ny yeh raye di hai ke is se behtar yeh hai ke woh shakhs khud market jaakar ashya ko kharidari se pehlay dekh kar khud hi kharidata hai taakay behtar tafheem haasil hosakay bajaye yeh maloom nah hoga ke aap ko is terhan se kya miley ga ",Negative
"baksron ka tane banay sirf herat angaiz aur aaraam da aur pursukoon hai, aala miyaar ki masnoaat ka shukriya daraz  pk",Positive
 uthn ach ni h jitna me ny socha tha,Negative
""" mein vaqata this is numeral ke miyaar se bohat mutmaen tha, un ki takmeel aur design bohat achaa tha kyunkay aap ko dosray jootay mein is terhan ki saadgi nahi millti, jootay achh and? aur qadray aram se they theek hai, un ki qeemat susti thi jo majmoi tor par itminan bakhash safar ka baais banti hai  ",Negative
"mein ne is numeral ka istemaal kya hai  design behtar hai, qeemat ke mutabiq miyaar behtar hai  ",Positive
""" theek hai mein ney haal hi mein un jooton ko  apne nafs ke liye order kya tha aur mere liye yeh vaqata aik bohat aaccha tajurbah raha hai, jo jootay pohanchaya gaya woh bilkul waisa hi tha jitna ????? ki tafseel mein dekhaya gaya hai  mawaad ka miyaar bohat aaccha tha aur jootay waqai they  naram aur aram da aur pursukoon hai aur woh mujhe bilkul foot bhi rakhtay hain lehaza yeh aik bohat aaccha tajurbah tha  ",Positive
jootay bohat kam miyaar ke hain  aur asal mein tasweer mein nahi dekhaya gaya tha  bas usay do baar pehna aur phataa  bura tajurbah  ,Negative
""" yeh ????? aik jaisay nahi hain jaissa ke un ki tashheer ki jarahi hai  mein maadi miyaar ke sath sath un jootay ke design se bhi mutmaen nahi hon halaank sara din pahannay mein tanha hi araam da hai is ki takmeel ka fuqdaan hai  ",Positive
"theek hai is ka miyaar mohazab hai, mein ny yeh pehna nahi hai lekin yeh waqai achay lagtay hain, un ke baray mein design behtareen cheez hai, aap ko yeh makhsoos loufer design nahi milta jo un dinon har aik p_hnta hai lekin aap ko qadray achh better? faida milta hai, jooton ke miyaar ko mehsoos karne aur thori der ke liye pahannay se achcha lagta hai  istehkaam, mujhe is ke baray mein waqai yaqeen nahi hai kyunkay mein ny un ko munasib tareeqay se nahi pehna hai aur nah hi taweel arsay taq balkay aik cheez yaqeen hai ke yeh waqai shlwar kameez ke sath achay lagtay hain  ",Positive
" mere aas paas tan ????? parre hue hain lehaza mein ne kuch mukhtalif cheez chahi thi lehaza mein ne  apne liye yeh kalay ??????? order kiye aur yeh aik khobsorat mohazab tajurbah raha, un ???????? ka miyaar waqai kharab hai, qeemat meri raye mein waqai susti hai lekin un jootay ka mawaad qabil reham hai, yeh waqai itna aram da nahi hai jaisay aap ko kuch premium jooton mein milta ho aur is se aap ke peeron ko takleef hoti hai jis ki wajah se mein khush hon  mein aam tor par yeh shlwar kameez ke sath p_hnta hon aur woh waqai mein munasib ho jatay hain lekin is ka miyaar behtar hona zurori hai, tasweer mein jo kuch aap dekh rahay ho usay haasil karen  ",Negative
"size acha hai, fitting achi hai taham mawaad ?????? stir hai",Positive
kuch jaizay is kam qeemat wali masnoaat ke liye durust nahi hain  paanch sitaron ke mustahiq hain,Positive
aaraam da aur pursukoon aur khobsorat check design  munasib qeemat ,Positive
mere werzish ke maloomat ke liye sirf kaamil? ?? ?? ?? ?? ?? ?? ? bilkul mohabbat !,Neutral
aaraam da aur pursukoon istemaal ke liye naram roi ka samaan  acha ?????? naazuk kmfrt,Positive
""" theek hai is qeemat ke baray mein mein yeh kahoon ga ke mein poori terhan mutmaen hon, miyaar itna bara nahi ho sakta hai lekin is qeemat ke baray mein aap waqai behas nahi kar saktay hain isi wajah se mein vaqata product is numeral se mutmaen hon, mein ne un mein se sirf aik ko hi dhula hai  nateeja se mayoos nahi sun hwa  ",Negative
aik haftay ke taweel intzaar ke baad ghalat ????? ki farahmi  jo kuch mujhe mila is ka kharab miyaar  daraaz ko is mein check an balance rakhna chahiye,Negative
yeh patlon aasani se jatay hain    samaan pahannay mein itna aaraam da hota hai chahay aap usay sonay ke l  wear pehantay ho ya phir aaraam se latak rahay ho  tane banay halkay aur cheenthay hotay hain  un patlon ka size theek hai lekin makhi ka size bohat chhota hai aur silai mein thori behtari ki bhi zaroorat hai,Positive
"theek hai mein neh haal hi mein is ka hukum diya tha aur mein waqai mein is baniyan se mutmaen nahi tha, ????? ki wazahat neh daawa kiya hai ke is neh aik ??????? baniyan banaya hai jis ki wajah se mein neh is par koshish ki aur wahan mojood nahi is ka koi assar nahi parta, yeh aik mamooli baniyan ki terhan kaam karta hai aur is slmng cheez ke baarey mein jo mein nahi sochta ke yeh achchaa kaam karta hai lekin is ki khoobi meri raye mein kaafi mohazab thi ",Positive
"kam miyaar ka mawaad, aur lachak dar kamar baind ke liye kam se kam lamhay tak mumkin ho",Neutral
intahi mayoos kin tajurbah hai aur mein kharidari se 0? mutmaen hon kyunkay mein naay socha tha ke yeh mujhe sukoon aur aasani faraham karen ge aur yeh bilkul mayoos kin tha  un ??????? ke dhaagay thora sa istemaal ke baad samnay aana shuru hue aur yeh bilkul bekar ho gaye aur mil gaye  phataa sun hwa aur na qabil bardasht  ,Negative
"rangat pasand hai aur darja bandi kam karne ki wajah is par ashaat shuda samaan tha    yeh bilkul aisay hi tha jaisay kisi gulu se chaspan kya gaya tha    aur usay aik baar pahannay ke baad, tank se utarna shuru sun hwa",Negative
hukum diya rang nahi pouncha tha  miyaar bilkul bhi acha nahi tha,Neutral
bura ni h iss keemaat me,Negative
"abhi meri kharidari hogayi  barah karam usay nah khareedain, kyunkay yeh aik jaisi nahi hai  wahid rang, is ka halka brown nahi hai  ???????? mawaad ke qareeb bhi nahi  mein abhi lout liya  a",Negative
is shai ko dobarah nahi banaye ga          kharab miyaar,Negative
"theek hai ke aap kaamil nahi they, mein tawaqqa kar raha tha ke kuch aur imandaar ho ga aur yeh kuch mukhtalif nazar aaya  teesray dhonay ke baad aur woh bhi thanday pani se baniyan dheelay par gaya, mein neh aisa nahi kya  yahan taq ke usay dhoop mein bhi khushk karlen aur yahan taq ke usay thanday pani mein dhoya gaya aur phir bhi yeh dheelay par gaya jo vaqata pat qabil reham hai, mein neh is maqsad ke liye is ka hukum diya jo aik slmng ansar muhayya karna hai lekin dheelay hojane ke baad bhi yeh sahih tareeqay se nahi karta hai    lekin is mein koi shak nahi ke waqai silai waqai achi hai aur is ki takmeel baqi hai lekin agar mein daraaz ke sath is maslay ko dekhen to mein usay tarjeeh doun ga  ray",Negative
"?????? ke size ke sath koi masla nahi hai  mujhe waqai achh well? lagayen aur rang bhi safaid safaid tha lekin aik ahem masla yeh hai ke woh tafseel mein jo kuch kehta hai is se kuch ziyada qareeb nahi hai kyunkay ab taq is naay kisi terhan bhi patla honay mein meri madad nahi ki hai ya mujhe aisa hota sun hwa nazar nahi aata hai  mustaqbil mein bhi usay pehnana  yeh aam baniyan ki terhan hai jo pehnana aaccha hai  basorat deegar, jis maqsad ka zikar karta hai woh is ki khidmat karta hai, woh aisa nahi karta hai  pahannay ke liye sirf aaccha hai  ",Neutral
unk pss chota size b hona chya,Negative
wakt p mila hai laik quality achi nai hai,Negative
theek hai mujhe yahan apni ghalti ka aitraaf karna parre ga kyun ke ghalti se chhootey size ka order diya gaya tha jo meri nahi thi is liye mein ny usay mazeed tohfay mein diya tha lekin mujhe aap ko yeh batana hoga ke yeh tank tops waqai uch quality? theen aur design mein bhi kaafi achi lag rahi theen jaissa ke is mein dekhaya gaya hai tasweer,Positive
"un shirts ko agay berhate hue yeh aik khofnaak tajurbah tha, mein ne unhein sirf aik baar aazmaaya aur tab se hi woh ghar mein kahin kahin parre hue hain, miyaar vaqata bad kharab tha, print bhi qabil reham miyaar ka tha  is ke sath ahem mamlaat un tank tops ki jasamat thi, size ke mutabiq fitting ka samaan bohat mukhtalif tha, fitting ka inhisaar  apne says ke silsilay mein behtar hona chahiye tha, dosra masla jis ka mujhe saamna karna para woh maday ke miyaar ke baray mein tha, mawaad aisa tha roshni aur bilkul paidaar nahi lag raha tha, majmoi tor par yeh aik khofnaak tajurbah tha ",Negative
 wood land brown sandle design lekin yeh vindl ???????? sandle nahi hai  wood land sandle ki sandle ki achi copy  ,Negative
"pichlle saal, mein ny isi 5? tea shirts pack ??????? size ke xl ya xxl ke liye buk kya tha aur jab mein ny rik wusool kya to wahan 3 tea shirts chhootey size ke they lekin tea shirt tig par xl dikha raha tha  size mein darkhwast karta hon ke tea shirts ???? marsal plz bhejen size mein tea shirt ko pack mein    shukriya",Positive
""" yeh bilkul saddar, ?????? mein riks market mein dastyab ost sastay tarrrrr shirts ki terhan hain  lekin sab se ahem baat yeh hai ke rang bilkul bilkul aisay nahi they jaisay woh daraaz ke samnay walay hissay par dukhaay jatay hain  tane banay bhi bohat hi kam miyaar ke hain aur yeh kar satke hain kaha jaye ke yahan taq ke is ki qeemat ke mutabiq yeh sirf aik ost numeral hai  silai mein bhi kayi naqais hain  ",Positive
"size aik dosray se bilkul mukhtalif hain, kabhi bhi cheeze garmi ki nahi hoti hain  ",Negative
"heeze bilkul theek hain, lekin 1 xl shirt barray ke bajaye splayr ke zareya bheja gaya  ",Negative
  garmiyon ke mausam garam mausam ke liye is ki umdah shakal aur bohat behtar hai  saaf aur umdah kapray ki qmizin     ,Positive
"mein is qeemat ki hadd mein is se behtar kisi ka tasawwur bhi nahi karsaktha  karachi mein mousmi halaat ke liye yeh aik behtareen match hai  mein ne aap ko 5? setaaray diye hon ge lekin aap ne mujhe giray rang ki kameez nahi bhaije, is jagah par aap ne mujhe aik peela rang bheja jo achchca hai lekin yeh mera pasandeeda rang nahi hai  order ki tasdeeq ke teesray din pouncha di gayi, lehaza majmoi tor par mein is kharidari se mutmaen hon   )",Negative
bohat achi ghari nay? mujhe intzaar mein rakha lekin mujhe 2 tafyan bhaij kar aap ki bohat achi lag rahi hai? ?? ?? ?? ?,Positive
ya acha h is keemat me aur mujhy psnd b hai,Positive
yeh aahista tha  mere khayaal mein woh sale puranay hain  munasib waqt show naai ke are aarah ya munasib se daur do naai ho raha,Neutral
"yeh ????? theek hai  mein ney  apne bachon ko is ki naqal tayyar karne ka hukum diya tha  mujhe is se ziyada tawaqqa nahi thi kyunkay yeh aik copy hai  yeh ab bhi theek kaam kar raha hai aur fa aal hai lekin intehai ghair mutawaqqa hai  tamam af aal aur khususiyaat working order mein hain  display roshan aur wazeh hai, hindsay wazeh aur mryi hain  is ail ?? d gharri ka bind kalayi ko bilkul foot baithta hai  mein ney  apne bachon ke liye is ka hukum diya tha aur usay pasand kya  bator copy is gharri ka miyaar behtar hai, mein is se mutmaen hon  ",Positive
mein waqai is gharri ko adjust aur waqai susti aur susti mohabbat karta hon ke is ki qeemat aur raahat ke l  its mein is ke kaam aur zabardast saakht ko kis terhan pasand karta hon    ,Positive
har tukre ka size mukhtalif hota hai  miyaar bohat kam hai  bilkul sifarish nahi ki jati hai     ,Negative
achh sh? sharts ????? achi terhan chal rahi hain allah aap ko ziyada se ziyada ataa kere ga,Positive
4 boxer ?????? rang ka bandal     ,Neutral
""" jab aap jooton aur is ke miyaar ke baaray mein baat karte hain to woh sab theek tha lekin aik ahem baat jis ki nishandahi karna chahta hon woh yeh hai ke mujhe is numeral ki asliyat par shubhat hain jab se yeh mujhe aisa lagta tha jaisay yeh rang ke baad se istemaal hue hain  aisa lagta hai ke yeh madoom ho chuke hain   ",Negative
""" koi chamra, nihayat hi naaqis aur kharab miyaar ka mawaad  bohat kharab silai     ",Positive
mein ne 17 6 2015 ko size 8 ka order diya hai aur number nahi  306174348 delivery butt order par adaigi abhi tak nahi ki gayi hai    ,Negative
mere tamam jootay 40 size ke hain lehaza mein ne size 40 ka order diya  yeh bilkul bhi foot nahi tha  bohat chhota tha     ,Negative
""" yeh ??????? jootay bilkul theek hain, mujhe waqai khushy hai ke yeh achi terhan se foot hain aur yeh mawaad aik aaccha chamray ka miyaar bhi hai  mein inhen aram da aur pursukoon aur bazabta istemaal ke liye istemaal karta hon, aur un jootay ko barqarar rakhna bhi bohat aassan hai  ",Positive
""" yeh ??????? waqai aik umdah jori hai aur yeh maghribi kapron mein bohat achi lagti hai yahan taq ke yeh kurta shlwar ke sath bhi aik saaf suthree nazar deta hai  ' d size itna kaamil tha, jaissa ke mujhe is par shak tha  yeh mawaad khalis chamray ki nahi hai lekin yeh qeemat ke mutabiq waqai mein aik achcha mad is? hai, yeh naram aur araam da aur pursukoon wahid ki wajah se mujhe ziyada se ziyada raahat ki satah muhayya karta hai    yeh bohat sajeela lagta hai aur samnay wala design is jori mein aik kashish jorta hai! yeh yakeeni tor par herat angaiz soda tha is ki qeemat aur miyaar ke liye! mein usay baqaidagi se bhi istemaal kar raha hon",Positive
photo se bohat mukhtalif lekin aik hi andaaz hai  is ka kapra bilkul saada sa hai  ,Negative
ahan se aap log lambai ki pemaiesh karen? barray size mein sirf 25 inch lamba hai     jaali maloomat di gayeen,Negative
"majmoi tor par fabric theek hai  pakistani choona lagni ka mauqa za ni ?????  plzzzz yeh hai ke supply kaaf k khilafat action laiya jaai hai 2 nmbr? pi are  """,Neutral
achi chez h tsveer sy b ,Positive
achi chez hai aur keemat b sai hai ,Positive
achi chez hai aur keemat b sai hai ,Positive
plz apna wkt aur pasy zaya na kry ,Negative
""" un ??????? ka miyaar bilkul kharab tha, tane banay ka miyaar vaqata poor kharab tha, silai khofnaak thi aur mad all? ko bilkul bhi aaraaam mehsoos nahi hota tha, mujhe lagta hai ke mein ne is ki kharidari mein apna paisa zaya kya hai  ????? ka pack",Negative
""" theek hai un ??????? ka miyaar khofnaak tha, mein ne yeh sirf aik baar pehna hai aur tane banay itnay kamzor aur putlaay hain ke yeh wast se phaar parre hain  un ki intahi afsoosnaak kefiyat, silai aur tane banay waqai bohat kharab hain, mere paas is se pehlay daraaz se order diya gaya tha lekin yeh vaqata bad kharab tajurbah tha  ",Negative
"yeh patlon theek hain lekin mein ghair saaf silai aur kam miyaar ke tane banay ki wajah se tajweez nahi karoon ga  tane banay bohat halkay, aram da aur pursukoon hotay hain lekin woh pahannay mein itminan aur raahat nahi dete hain, aisa mehsoos hota hai ke silai phelnay par phatt jati hai ya un mein aasani hojati hai",Positive
"is ke miyaar se le kar is ke rang aur size taq, masnoaat se mutmaen, mere khayalat se mawra kyunkay mein yeh soch raha tha ke miyaar ost se kam hoga lekin jaissa ke mein ney kaha ke mein choank gaya hon! ? )",Positive
"daraaz naay dehleez par behtareen miyaar ki farahmi ko itna aassan bana diya hai  yeh patlon yakeeni tor par naram aur aram da aur pursukoon tane banay se tayyar ki gayi hain, size aur fitting bhi bohat achi hai  mein inhen charon taraf sardi laganay ke l  wear p_hnta hon ya aksar un mein sota hon",Positive
""" yeh pajamay ziyada achay nahi hain, lekin yeh bhi kharab nahi hain  neend ke libaas ke liye ost, aur design theek hain, taham, miyaar qabil aitraaz hai aur isi wajah se mein is ke baarey mein ziyada khawahish mand bhi nahi hon  usay 5? mein se 3 dena",Negative
meri yeh mahswara hai ke mein yeh nah khareedon ke is ka miyaar bohat kam hai yahan taq ke inhen achh  a bhi nahi lagaya jata hai,Negative
""" yeh pajamay waqai achay hain aur mein unhein bhi bohat aaraam da mehsoos karta hon  ramadaan ke douran aur din bhar bemaar rehne ke douran yeh sara din ghoomnay wali behtareen jori hai   ) bohat ????",Positive
mein ne is numeral ke liye order diya jis ko aur is ko bohat kam miyaar ka pata chala ke sirf aik baar pahannay ke baad bhi yeh phti ho jati hai  daraz ko daraz pk par numeral zahir karne ke liye un ke muahiday ko mustard karna hoga,Negative
"bilkul theek hai lekin yeh gehra arghawani   siyah rang hai, neelay nahi ",Positive
khobsorat bandal ???? bohat bohat shukriya,Positive
""" meri zaroriat ke mutabiq 4 aik hi zabardast soda pack, sath hi aap ka bohat bohat shukriya ????? kkhuda kere",Positive
achi nokari ????? shukriya ke aap nay? aap ko wasee pemanay par kharidari se mutmaen kya,Positive
zabardast mazmoon ????? vaqata you aap mera aetmaad itna khush karte hain ke aap bhi kharidari karen !,Positive
waqai pyara mazmoon yeh aap ki dukaan ki sharmeeli baat hai,Positive
""" aik bohat achi lag rahi gharri, yeh bohat hi khobsorat aur hamwar lag rahi hai lekin bohat khobsorat hai  behtareen hissa yeh hai ke yeh aik khobsorat gharri ki terhan dikhayi deti hai lekin yeh sports watch hai aur yeh miyaar mein bohat paidaar hai  red ail ?? d bohat achi lagti hai  black dial , doosri baat yeh ke yeh sirf size mein kaamil hai aur taqreeban har libaas ke sath bohat mozoon hai  ",Positive
mein ney un mein se do ka hukum diya tha  aik kaam kar raha tha aur dosra kaam nahi kar raha tha  mere dono betay aik baar milnay ke muntazir they lekin bad qismati se mera aik beta afsurdah tha chunkay kaam karne ki haalat mein usay gharri nahi mili  un mein se aik ke paas khaliye kamzor they lehaza yeh kaam nahi kar raha tha  woh jo kaam kar raha tha woh tamam pehluo mein behtareen tha  mein ney  apne biton ki kalayi par achi terhan se foot kya  dekho miyaar ke sath sath bohat achchca hai  ,Negative
""" yeh mohazab nazar anay wali ail ?? d sports watch mukammal tor par nishaan zad hai kyunkay is ka miyaar sirf kaamil aur qabil tajweez hai  lead screen khobsorat dikhayi deti hai, khaas tor par raton mein aur pita ka miyaar bhi bohat umdah hota hai  is gharri ka mawaad khalsta sport ??????? aur khobsorat hai  isi waqt  siyah rang sirf kaamil nazar aata hai aur is se gharri aap ki kalayi par bohat hooshiyar nazar aati hai  ",Negative
"waqai achi terhan se banaya gaya hai, aik acha fashion lawazmaat tea bi each",Positive
" yeh qmizin intahi naram aur saans lainay walay tane banay ke sath bani hain  is garmi mein pahannay mein itna aram da aur pursukoon hai, is ka tehra saaf hai aur ziyada se ziyada sukoon milta hai  website mein wohi rangeen order mousool sun hwa aur yeh sab uch are? hai  ",Negative
""" mere liye, yeh qmizin uch good? hain, mujhe yeh mawaad bohat acha aur raahat bakhash maloom hota hai, aur rang bhi mere liye bohat mutharrak aur roshan hotay hain   mein is nateejay par mutmaen hon  ",Positive
""" is qeemat mein itna achh quality? miyaar nahi dekha hai  tamam rang tasweer ke ain mutabiq they aur isi tarteeb mein  samaan naram aur qabil aetmaad lagta hai, mein ne usay kayi baar dhula hai aur is ki shakal abhi bhi hai, is ke sath kuch nahi sun hwa hai  size ya hatta ke rangon  mujhe khushii hai ke un ko mausam ke l  for haasil karoon",Positive
"mein un chkyon mein istemaal honay walay mawaad se mutasir hon, yeh itna saans lainay wala hai aur aram da aur pursukoon tor par sardi laganay ke l  perfect behtareen hai  rang tasweer ki terhan achay hain  qeemat ke miyaar aur season ke hawalay se yeh aik misali pack hai",Positive
""" yeh kuch achi qmisin hain, aur tane banay bhi waqai aram da aur pursukoon hain  mujhe un ke rang mushtahir honay ke mutabiq bohat durust maloom hotay hain, aur un ki fitting itni achi hai   ) mein inhen sara din sirf pehan sakta tha  ",Positive
""" yeh itna umdah nahi, yeh aik aam numeral hai  gharri ke hindsay mukammal tor par nahi arhay they  hindsay juzwi tor par dukhaay jatay they  mein nay? apni baityon ke liye is ka order diya tha aur inhen is tarz ko pasand aaya  mein nay? gharri ko theek karne ki koshish ki aur jab mein nay? usay khoola to mein nay? paaya ke ail ?? d ki tadaad kam hai, kam ?? kam meri raye mein  un ail ?? d ki tadaad ko badhaya jana chahiye taakay bahar dikhayi dainay walay hndson ke miyaar ko behtar banaya jasakay  taham, mein nay? usay khud tay kya aur meri betiyan usay pehan rahi hain  miyaar yeh nahi hai ke zabardast  ",Positive
"yeh adjust nahi tha  yeh mere biton ki kalayi mein foot baith gaya tha aur is l  i mein naay adjust karne ki koshish ki, lekin bad qismati se mein aisa nahi krska  mein is numeral se bilkul khush nahi hon  kash ????? mein hi kuch sahoolat ho  ",Negative
woh safaid ki bajaye peelay rang bhaijtay hain aur size bhi chhootey hotay hain,Negative
""" yeh qmizin bohat achi lag rahi hain aur foot bhi hain  kisi hadd tak istemaal ke l  perf bhi behtareen hain aur is garam mausam ke liye bhi  mein nay? un sab ki koshish ki hai, kalay aur neelay rangon ko pasand hai  aur mein yeh bhi shaamil karoon ga ke yeh bhi aram da hain  ",Positive
" yeh pack haasil karne mein yeh sab se roshan khayalat nahi they  jaisay hi qeemat nazar aati hai, aap logon ka size ghalat ho gaya  yeh chhota aur theek terhan se foot nahi hota hai  fitting thora bohat tang hai aur mein usay pahannay mein takleef mehsoos karta hon",Negative
"jitna achchca mein ney socha tha ke yeh qmizin hon gi, mein is se khush nahi hon  is ki wajah yeh hai ke tea shirts ki fitting mein itna achchca nahi hai  aik size jaissa chhota aur ?????? ke aas paas bohat tang mehsoos hota hai  rang aur sab waqai achay hain, lekin size ki wajah se, yeh sab shirts izafi foot lagti hain",Negative
""" yeh qmizin waqai uch and? hain, aur qeemat mein bhi foot hain  naram kapaas ka tane banay jab yeh pehantay hain to waqai halka aur naram mehsoos hota hai, jo mein garmi ko maarny ke liye behtareen mehsoos karta hon  aur rang bhi itnay purkashish hotay hain, jis se yeh aik aaccha set hai  aik achi qeemat ke liye",Positive
""" mein yeh jootay bohat pasand karta hon  inhen aisa mehsoos ho sakta hai ke woh baqaida ?????? hain lekin woh paidaar bhi hain, bazabta aur arram da aur pursukoon nazar atay hain aur mahaaz par umdah silai achh it? baat qabil zikar hojati hai  mujhe joota chamka dainay wala mila  is ke sath, jo ke ostan sa hai, mein ney behtar ko dekha hai aur istemaal kya hai, lekin is ki yahi soch hai ke   )",Positive
